name	QC-1	QC-2	QC-3	QC-4	QC-5
M409T312	103415.3	103477.6772	105015.7939	106209.2241	105123.7207
M182T562_2	289406.7107	294128.8505	298641.781	295411.022	291431.1651
M667T607_1	36902.76546	36715.61836	37904.68393	36950.77533	37220.58654
M70T587	39127.25057	39159.6003	38436.426	38691.9925	37959.3961
M217T67	203532.525	201972.8609	208622.076	200871.8067	203308.9964
M729T729	9329.800952	9453.6021	9084.6	9262.24165	9343.3883
M291T607	120178.3496	119045.2332	120500.4868	116112.456	117514.4698
M173T683	6226.886471	6224.244333	6018.218167	6282.251526	6191.644375
M106T710	35375.03843	36905.89943	35853.80795	36637.99979	35945.1775
M230T619	5060.678952	4921.167789	4880.095286	4965.44	4838.01345
M602T403	19408.18895	19725.5226	19921.77984	19493.99789	19023.54079
M421T301	31953.1257	32208.14782	32477.64386	31237.51728	32725.224
M668T750	4218.8	4403.106	4397.481615	4298.233333	4282.795
M431T751	123095.1225	128533.4204	128683.8207	125902.4379	124994.6992
M357T835	6571.305	6577.071	6839.01435	6507.019842	6624.978947
M216T751	350799.8699	352774.0014	362420.7029	351771.486	365781.5304
M376T557	102111.703	106328.6707	103451.3433	107172.3235	104866.9342
M190T363	4786.192667	4546.089333	4685.357188	4757.913952	4635.978625
M150T527_2	185130.8711	178071.5973	184052.1886	184362.032	177330.3768
M165T562	88386.39333	93166.28286	91654.58029	92179.61526	90018.92515
M188T692	22017.6495	23205.61905	22615.63243	22354.16433	23027.20643
M471T607	72521.15718	74095.86275	73304.73562	71415.15053	70032.71412
M491T322	7433.3	7409.553	7278.215059	7725.417222	7385.2
M537T408	105121.1306	102990.1075	99434.04357	102561.7307	100171.9013
M313T663	90133.35503	88825.71879	93053.944	89728.42961	93361.48783
M247T567	4593.012765	4667.270647	4464.761111	4612.094118	4424.295526
M84T705	25362.53213	26653.12109	25289.46205	25247.14895	25515.81823
M187T662	1043830.026	1088929.243	1097671.301	1068416.749	1107322.904
M120T475_2	462922.7109	456057.7487	483024.2697	477631.85	476236.1946
M133T527_2	78694.89091	75526.68522	79051.87432	74973.63314	77622.94086
M917T393	6446.476429	6220.184	6432.043133	6094.619357	6386.348571
M130T757_2	183731.0679	185982.2835	192167.815	190869.0436	194996.2003
M102T757	32223.9721	33176.12619	33555.48495	33781.01615	34450.105
M559T300	37655.556	37574.07483	38843.97704	37308.96038	39542.50021
M626T557	52810.2	54584.61395	54691.8885	56616.06747	55430.05263
M126T557_2	709591.7487	740081.4907	751842.5536	746918.2752	757923.4706
M148T756	564350.2376	570253.2615	582777.2243	594083.265	598995.2483
M431T607	81680.66925	83849.38314	87316.95467	82596.3264	83130.52533
M151T704	14204.73052	14370.69105	13709.46168	13480.88477	13999.75841
M319T588	20253.40698	19653.38396	19597.50144	20714.80765	19525.38048
M133T710_2	73911.627	76170.88773	74779.70829	76481.61827	79148.829
M162T668_2	559709.2365	586487.9407	597595.7195	579351.2041	596451.78
M333T607_1	10074.30574	9976.813359	9433.493581	9659.11439	9933.304452
M116T587_2	263788.3777	265005.5299	277180.2978	259255.3424	272558.0472
M166T693_2	44054.06425	42306.32	41272.57891	41246.2125	41964.72318
M335T338	7773.003	7962.884292	8225.277808	7869.854167	7650.155125
M567T64	6204.2955	6462.1024	6521.941263	6703.38385	6416.544444
M398T557	7260.864545	7753.428	7725.046905	7781.67519	7653.889286
M622T739	26892.42182	27662.83878	29041.85503	27747.19767	28221.84
M217T684	16192.344	16183.51875	15592.90845	15124.36227	15728.70857
M681T312	24513.555	25273.47196	26295.93835	24544.51571	25196.22409
M295T756	66203.57222	69887.18	67983.00371	71293.18406	67801.63333
M203T680	17095.36926	17393.60532	18450.27429	17480.24415	17766.83277
M501T557	68207.49	70213.10153	70175.66463	73447.7425	72459.21579
M388T176	438712.6232	472991.6999	470127.6286	458783.7302	460488.945
M474T301	14760.4003	14735.92336	15806.934	14896.51982	15065.7661
M450T393_2	172078.5806	185813.3674	182829.7871	177397.6689	178057.3411
M147T705_2	245253.8103	266176.3698	259183.8427	255119.8048	258625.848
M518T557	13051.83895	12483.62706	12481.89489	12214.99379	13053.26455
M247T86	19530.96133	19565.69529	20954.53	19849.01489	19623.83668
M120T683	38477.4705	41150.757	39102.00627	38059.32065	39263.18273
M118T510	2140599.736	2180964.037	2277386.985	2150014.667	2275465.249
M396T70_2	27400.65447	29257.84476	28998.22286	28879.526	29751.78847
M351T662	486273.6194	516725.8333	527962.4363	515190.6315	505469.9694
M188T477	182487.3245	188303.0139	198543.5423	191832.6655	188845.8449
M1008T1003	41259.66473	42498.48	41551.72448	40313.84686	43714.93745
M313T717	31403.38708	33383.94792	31552.12532	31856.35478	33442.83936
M235T607	497658.9594	512577.2023	541792.8831	511836.2088	513652.347
M645T666_1	58551.9784	60219.31855	58125.94102	56605.44642	61328.21863
M558T751_2	110793.1119	118165.151	119608.083	114757.614	118742.7796
M472T393	13231.44667	12555.42706	13427.0913	13265.54526	12598.57474
M365T207	8714.330908	9056.960322	9083.987	9087.091882	9522.361062
M372T302	106115.3503	107885.4981	114899.591	110775.6999	107694.8337
M113T158_2	616526.1773	601818.4164	636183.9604	588598.4028	593539.5543
M245T74	64035.69995	65518.23562	69628.75358	67253.39585	65758.63657
M114T312_2	371576.474	376102.3688	398363.6458	388053.4023	398429.6625
M177T607	329770.4323	309857.9855	310765.79	303649.1303	308347.9342
M652T264	82725.45672	87403.26378	90395.2777	87828.80167	88248.67273
M263T444	10300.52965	11171.402	10993.61744	10538.905	10673.556
M196T85	17132.44	16864.03579	17324.98635	16507.30311	15948.28474
M401T673	13688.9396	14568.60906	13746.64358	14000.55287	13354.605
M863T607	15179.7285	16104.324	16213.596	15715.84339	16551.14185
M838T662	12554.36042	13480.6005	13192.96955	13295.80828	13721.86181
M548T78	17035.73178	16608.39	17712.39153	16363.73333	16436.76632
M457T402	25334.25014	26226.96048	24438.59964	24386.4325	25913.64138
M105T662_2	882192.9408	921162.9876	952616.2968	894826.6019	944665.0884
M132T489_2	820228.015	815031.9206	826648.9474	800143.3623	759632.9618
M146T73_2	36153.75871	36966.11405	38567.789	35326.51626	36178.70655
M674T661_1	24374.04084	24803.50009	26194.1607	24463.96826	25906.99855
M614T367	49806.0881	50730.99885	54310.399	52608.74685	52300.16275
M635T763	4805.580389	5218.194882	4948.948	4883.838235	5109.490611
M251T557_2	144057.296	154394.4929	151474.3544	157187.0914	148301.5041
M869T179	6385.079739	6866.858704	6815.913176	6404.727808	6674.141508
M337T704	13714.571	14018.51128	12904.0011	13121.97094	13216.15053
M273T311	658199.2567	682932.2873	717825.9529	668421.1054	669488.5266
M205T477	169716.2167	158850.7142	172971.1165	166115.3946	172126.6291
M876T557	9393.627692	10098.06188	9792.891765	10178.016	9566.76875
M218T525	562724.373	536254.3065	585095.238	564003.5967	543524.0475
M333T607_2	436284.6121	456690.5308	479867.342	451270.514	458719.6308
M1049T1003	1379.483857	1274.231579	1315.629783	1319.926364	1382.915739
M433T662	906689.2807	961306.3224	966651.576	911412.5661	976727.7506
M614T587	2328.380091	2312.9658	2162.741	2169.36	2218.969187
M765T866	33241.70348	35465.00964	33730.39915	34900.35804	36214.11818
M467T393	91315.97222	98690.51337	98978.6505	93909.03868	93745.49368
M557T559	10503	11361.69789	10668.41279	11319.44537	11127.3396
M961T607_1	9817.312593	10320.4143	10122.61161	9583.365462	10446.46778
M679T662_2	215449.4385	224442.2105	223050.0401	225525.6743	237646.547
M222T352	1636.405	1759.0814	1721.696	1745.117143	1802.577778
M804T756	3223.026316	3372.617368	3099.949	3340.000778	3360.592941
M569T607_1	49408.35047	47377.9116	51362.32006	48567.49168	47057.73631
M934T302	2689.581273	2753.755667	2863.529455	2612.541913	2662.268308
M72T564_2	90076.45005	87424.432	94164.40396	89132.09486	94897.71857
M363T562	9371.317	8720.4	8991.858	8761.386118	9393.114706
M282T531	3786.876435	3694.034286	3650.660417	3443.236579	3722.119167
M794T736	4948.156667	4787.988	5242.67175	5136.640385	5131.56
M932T303	2142.61775	2109.478	2306.850818	2229.370174	2237.454409
M317T757	13607.4015	13636.89389	14512.72747	14427.49433	13456.41024
M636T730	2593.8216	2445.949071	2459.449412	2423.52	2351.244
M869T90	6722.385211	6397.170786	6083.829231	6474.063917	6339.631552
M373T607	97954.34585	94283.36374	102525.878	94172.65465	95418.06771
M348T769	60229.50138	59943.34452	59740.37846	57124.40754	63274.66671
M348T87	57732.37768	55916.52767	61064.505	59884.04228	60630.60521
M652T588	2166.27575	2296.957833	2311.970467	2375.788125	2211.073125
M773T751_2	38463.68374	41463.99233	38040.51176	38236.82579	39802.15922
M171T73	82884.125	82891.79143	89746.40632	83359.88015	87356.70462
M652T791	1570.40625	1722.492632	1618.6716	1699.526526	1648.048235
M1001T557	1344.398571	1324.6786	1321.385786	1302.516	1429.895385
M104T638	10644.34443	10967.92524	10851.09136	10311.931	10015.92764
M250T312	89595.5544	93080.07641	92013.15077	84488.46913	90958.28241
M433T710	946.6525217	980.7617647	998.6896452	955.248	905.1688
M530T452	2822.979524	3053.807556	2821.562632	2829.386105	2787.072
M258T659	30960.11295	33479.375	34006.43979	33932.98226	33147.59817
M169T704_2	69584.37273	74929.49927	68697.33443	68386.57209	70905.54895
M160T730_2	55655.30695	57811.04733	60974.2536	60898.5794	58795.16057
M492T664	52856.80595	55716.20621	53181.49764	57025.54152	57341.87391
M132T657	79946.99889	82997.77684	77552.78337	75438.61967	81642.45379
M959T302	5575.970714	5460.568577	5500.117037	5620.909407	5091.64376
M154T657	51262.17525	52016.762	51732.25216	47263.32616	51296.43142
M646T751	18425.48824	20440.92707	19435.0324	20019.5875	19592.762
M315T301	160176.4574	163954.7598	175741.8052	162174.6344	170457.5475
M679T584	3996.897298	3915.31475	4179.735742	3824.093056	4166.5905
M414T393	23333.75059	23927.93483	24868.94379	22607.51637	22836.44526
M487T607	20608.77891	22272.64092	22143.32509	21242.77197	22706.31818
M599T67	46692.1	45756.48	50547.62186	46633.20255	47538.09295
M668T660	12605.61462	13992.37168	13239.24381	13330.85715	12938.95114
M637T756	13623.86842	14885.45625	13473.12337	13990.669	13973.8
M328T664	134576.1085	146752.9135	138026.5967	133825.9634	142436.1919
M689T84	47191.06	46937.52	50380.5535	46020.97772	49741.53883
M184T668	135752.313	149712.0373	148013.4407	147866.72	148710.72
M432T393	22619.35	24800.71295	22855.81918	22663.86133	23607.30444
M335T835	51440.51684	54220.37955	51279.01405	49478.4218	54332.544
M867T662	48890.53289	52567.77028	47133.21767	48854.28354	49769.76884
M377T401_2	4344.166958	4157.506435	4595.620545	4555.681043	4490.535125
M293T705	9819.611429	10850.50933	10302.60733	9927.280565	10013.367
M616T301	4215.19176	3949.973609	4170.148125	3893.756913	3858.86571
M216T87	38483.69462	37858.31176	41785.53647	39645.98835	38146.92428
M404T772_1	3731.497778	3850.631579	3696.797895	4092.398158	3785.237
M482T683	4729.948235	4937.074111	4562.881105	4625.46	5016.021944
M285T413	16308.67304	16902.75617	15704.30018	16675.12365	15303.65187
M829T593	735.5682057	768.4665246	784.8092	732.2475023	805.6313929
M229T703	52563.51238	56406.05632	58710.00876	54384.78124	55376.15364
M246T664	22254.39355	24651.372	23747.35586	22637.44	22890.72185
M461T704	5140.504444	5341.365556	5438.68	5116.058588	4886.205882
M245T300	237705.459	240750.0076	262099.8646	239866.3939	250919.3567
M795T751	7650.339529	7768.639143	8296.9326	7926.149474	7432.180053
M265T424	8639.5032	8238.702	9146.328176	8457.8501	8354.406667
M166T475	793780.9727	792523.2505	851189.595	791651.1686	759421.97
M269T662	2379126.409	2543812.308	2637010.039	2418528.208	2539326.823
M168T290	39199.10186	41068.18103	41922.28838	39649.5689	43420.928
M483T704	5480.424706	5808.280263	5222.270563	5500.488	5291.15
M137T606_2	775933.7184	748957.5019	832154.8976	756705.835	775583.3477
M374T67	10204.8625	11239.17836	10890.464	10903.24745	10264.93714
M471T66_2	22307.54667	22336.859	24525.78137	23824.6062	23684.42472
M388T372	6839.532474	7484.208444	7511.477053	7254.7605	7607.121889
M179T353	239691.1335	261883.898	263764.3658	263276.0281	266118.0751
M548T617	1962.67005	2018.232118	1816.066714	1860.888889	1899.454846
M421T406	4606.95235	4412.194286	4885.908652	4876.671414	4710.25612
M635T299	15507.28686	15652.9184	16680.06	14918.78563	16147.026
M402T877	21227.01533	22450.33566	20463.97375	20363.463	21873.10862
M177T619	1240.316238	1271.312545	1206.3	1142.403	1174.696947
M198T751_1	58852.95824	64126.21367	66015.64692	62322.858	63746.99175
M137T311	3135187.776	3236042.475	3488448.676	3379231.592	3227352.337
M583T661	8838.892385	8846.6	9100.888208	8810.75125	9718.48525
M404T660	33746.3505	34089.47667	34699.13258	35881.80416	37417.2051
M529T607	111371.9816	118259.3183	124834.6847	115075.6755	119295.6971
M496T358	104273.2686	115348.0001	115891.1033	113968.404	110375.418
M323T682	15032.93191	15960.2331	14524.029	15302.941	16123.67177
M219T584	168794.5746	184156.2689	184206.2692	188203.6118	187108.4723
M220T520	39241.5634	38665.39321	40844.26767	38265.48	36228.15075
M585T607	20753.59155	19670.95329	20938.15467	21486.84926	19388.71534
M84T757	47646.4932	50680.82238	49646.4228	51002.0085	53717.788
M258T736_1	2701522.562	2952771.04	2864949.711	2693322.148	2928649.38
M88T764	8962.4421	9922.30245	9367.431273	9596.829474	9978.181182
M262T300	110062.8927	111225.0904	122225.7909	111194.3444	115202.5819
M572T81	16607.22667	17181.8325	18635.98863	17872.70858	17976.1487
M332T411	19172.45231	19399.8965	20225.56237	17947.17237	18692.96
M191T703	28491.31652	28512.0454	26263.48567	26019.15057	27964.55524
M130T705_2	228497.0509	253683.0081	246638.7254	231236.3765	245600.103
M372T587	20632.92975	23257.94505	22449.40311	22111.39778	21531.114
M629T704	1271.566667	1434.558462	1366.845313	1329.022385	1324.825294
M559T444	2481.377368	2646.116667	2660.9675	2774.140765	2518.333588
M489T299	46652.93917	44180.15992	47566.47225	43696.96063	48428.50662
M335T717	8670.459083	9005.448154	8277.719435	8522.881818	9278.98563
M225T157	680017.5582	684737.336	735538.0074	698212.4295	649688.4647
M719T87	5852.76	6317.717778	6607.16231	6480.94539	6336.774261
M204T578_1	1737105.161	1605739.305	1697488.348	1555300.587	1607510.309
M344T145	307998.9585	323384.8758	348775.6936	329389.4395	321253.558
M153T402_2	224541.6127	213572.4386	238558.2494	219669.819	214587.7015
M718T301	4381.04148	4303.567567	4575.8	4510.654	4838.45804
M336T831	4968.939609	4903.54905	4884.1425	4532.184619	5146.0085
M756T661_1	17655.38775	18786.68439	18395.54129	18135.63206	19909.01377
M894T405	977.9	1064.473591	1025.659235	1061.485714	1106.614444
M310T714	24636.79305	26910.71322	25294.62248	24378.741	26752.56074
M415T69	93673.24814	104077.8143	99945.98241	96752.04167	93416.04395
M417T645_2	36079.8681	37941.56667	37430.40571	34868.44415	39333.1464
M290T591	25197.269	28046.24659	27328.66792	25630.0837	27426.67926
M921T607	4698.081	5180.298846	5249.343478	4842.085355	5074.737636
M490T755	176743.4443	189541.651	166593.77	178464.2169	181562.2514
M223T440	5247.740625	5609.019059	5899.39925	5353.9515	5659.58
M627T607	76992.89733	83846.09625	87609.39837	81965.71696	81650.63867
M272T142	139895.6666	138005.8283	133814.1545	129744.4148	124567.6335
M144T633	9191.027762	9539.475	10061.04	9780.80865	10374.17829
M235T510_2	127241.214	137699.4653	144692.1343	134257.0119	138502.221
M316T70	636297.4006	664944.6211	723616.3648	682519.9124	683694.3965
M707T607	3561.995559	3697.164943	3520.635818	3325.974033	3313.819031
M659T756	3142.882105	3037.046437	3387.979635	3302.128063	3369.630146
M260T417	168487.0143	172103.8609	188574.9521	170553.4897	170864.693
M344T166	321271.5956	337149.1315	365620.6007	347412.2483	341291.03
M396T461	6921.84	7246.662	7749.318278	6926.57385	7137.539368
M631T474	13661.48	13967.07	14751.99476	13264.19568	13117.78125
M204T341	11880.44	10963.47	12316.07644	11825.29065	11185.42765
M233T89	26190.5616	26042.91092	28768.63967	27165.24383	25576.8128
M340T854	2593.483105	2757.386667	2511.092714	2677.6201	2830.168
M112T653	8862.634118	8868.365786	8434.3622	8006.54	8998.676111
M268T619	1510.788632	1673.795524	1653.017556	1568.407059	1518.33825
M322T79	49893.28153	44774.86756	50278.82824	47461.50333	49637.05153
M626T401	14644.64957	13185.66986	14916.18533	13884.85214	14133.888
M900T393	2026.42	2019.54	1962.980333	1799.395	1913.984
M515T736	215910.8483	237517.4071	209323.3381	217050.1358	219238.8389
M142T877	120759.8748	133228.9024	119304.9737	126286.6201	130785.2058
M557T665_2	7380.031114	7427.679083	7834.8165	6956.026727	7022.971083
M393T557	8623.894545	8290.009313	8908.104	9359.17805	8449.13835
M257T683	20875.81357	21354.1139	19501.84718	19002.17619	20619.41895
M515T662	736458.0377	792256.3081	829196.9625	756566.6447	811334.7164
M621T461	6583.665789	7421.062353	7039.5135	6828.75605	7319.756263
M288T373	80960.93125	87715.771	86169.76067	87099.69819	92932.82765
M331T65	10816.64241	10005.08956	10984.15156	11174.36904	11407.71981
M629T825	6903.358579	7097.956611	6555.67	6601.599526	7365.11787
M324T533	3614.696063	3947.683176	3511.694118	3507.583333	3635.499632
M590T75	129035.0621	134717.9118	147216.2555	134568.8512	139287.141
M86T489	297375.885	299948.3315	300079.971	278890.1711	268771.2795
M464T293	38686.61053	40552.29425	41685.28663	36668.474	40499.25263
M136T658_2	38804.75257	40041.38143	40012.34605	43293.3848	43189.89414
M528T78	18759.398	19292.97644	20373.29118	18586.85294	20793.55773
M295T312	35358.4704	38743.78832	34395.26174	37761.6007	37840.79776
M382T772	13431.37	14563.263	12971.23142	12952.57895	13902.43474
M533T381	88458.23774	93640.53053	93777.60855	91086.07263	101057.7559
M376T65_2	115653.6989	122897.6413	132496.4577	121366.2718	126652.6316
M765T608	24574.71427	23908.09018	26705.47708	23539.31965	24175.4922
M684T949	761977.6594	819831.3783	750143.367	829262.884	837685.8
M1019T607	2280.996902	2522.816621	2480.47902	2618.1894	2422.515179
M129T642	988.2732951	1007.72997	1113.791239	1005.937903	1068.929712
M528T660	9182.474824	10400.50526	9435.697429	10092.93106	10010.98244
M725T608	21930.777	23832.74574	25059.04606	22689.16058	23795.43542
M656T325	35433.74369	32787.01323	33310.07507	37237.18223	34919.36004
M354T157	2881940.414	2965913.255	3299798.65	3080404.881	3049409.136
M301T684	6658.344667	6091.883	6368.337	5809.228636	6368.875333
M633T591	4937.459097	5585.674286	5391.052825	5003.507129	5283.435294
M378T846	6276.3855	6253.190667	5968.400462	5770.167	6601.82145
M302T417	59637.40065	64306.90882	67812.87391	65247.312	67901.01505
M280T736	216598.0595	216416.8031	244144.2199	220499.7142	220636.5327
M509T305	4189.1592	4694.547	4400.704	4321.081333	4715.857263
M700T476	2798.842348	2697.1752	2928.511	2701.461343	2541.249231
M552T587	2343.4828	2188.485867	2081.058286	2066.594286	2120.4075
M309T49	2928.312933	3021.083759	3167.54119	2741.4108	3003.620455
M283T46	16932.91971	16178.65533	17933.22011	15760.4339	17419.8717
M511T846	11015.08705	10167.63815	9835.525	9772.095789	10689.5068
M586T79	17977.22688	19224.72721	19927.71106	17497.21765	18316.691
M404T71	90259.51629	84805.36814	97422.41091	88248.13457	87859.23255
M599T665	22451.22468	23596.41182	23373.77733	25869.24435	24094.53107
M207T73_2	64299.11429	68235.55695	72540.04757	73342.87889	68303.69874
M130T997	82062.04753	81869.16	73589.38712	74609.33729	80992.83469
M413T640	1190.28468	1069.632	1239.130455	1179.493125	1181.619706
M785T662	93983.59239	99170.829	94461.61067	87469.8326	100136.6314
M446T659	12143.24263	12933.10495	13766.9355	13854.97541	12999.54416
M643T461	1007.663529	975.8129333	894.6199286	1016.29	931.9901176
M269T408	73866.02864	85055.1279	80494.00143	76549.76105	79599.13739
M650T661	42945.98734	43399.08707	47125.08658	47229.23673	48314.32476
M108T557	29081.555	29638.12091	29584.52033	33127.85617	30966.65571
M104T736	41710.96267	43240.41181	43105.38267	47968.07415	44408.71286
M269T587	3471.994667	3908.445667	3410.316667	3585.585714	3548.79
M778T401	1732.3828	1744.74513	1858.561	1808.718947	1607.556381
M663T605	2968.436167	3185.974111	3437.470194	3137.545412	3103.204533
M380T660	28171.81724	31673.16983	27823.6428	30491.813	29747.9955
M786T758	5459.180357	4740.650526	5023.932632	5199.063611	5328.509333
M151T680	2955.316222	3117.798895	3114.810526	2733.824	3082.610895
M460T67	32312.65826	32017.11323	33294.76986	30779.41705	35551.46487
M176T643_2	31683.90455	34526.70545	35592.44473	32869.65429	36138.20529
M630T828	5500.398762	5422.833679	5021.085	5369.38985	4839.55415
M485T78	127793.1673	123322.9338	141186.9024	125269.8821	127226.759
M361T593	2953.505895	3038.6905	2910.508389	2853.196941	3276.074
M163T71	47308.14762	46713.87362	52223.52273	45218.69029	48333.06743
M361T641	3218.43015	3385.8825	3361.74815	2996.932632	3450.045316
M570T444	7754.228421	8082.587368	8872.499	8181.946895	8697.857
M644T81	48020.87647	50768.55416	53849.26494	54712.89474	54487.43333
M751T557	14667.2625	16161.20839	16506.27562	15392.4375	16847.38235
M154T587	19920.0045	19933.03421	21531.98353	18411.14167	19816.58005
M315T704	23871.552	25868.09135	22192.59968	23504.73883	24315.2975
M125T668	19485.38211	20912.77222	21645.02522	22649.75021	20690.20895
M405T768	11602.4634	12843.42943	11919.6429	11497.47876	12906.45329
M437T586	29399.1385	33767.09688	32115.771	33317.57733	33575.9973
M454T371	37281.3909	40274.7397	41305.0093	35983.83685	38429.7168
M1070T300	952.5558182	967.9578947	968.1921053	866.06415	1011.233952
M235T66	88531.06944	91325.8346	102319.6791	96656.90889	96451.42383
M306T614	7144.199722	8016.441176	7631.375556	8230.883789	8086.017176
M790T71	6820.2795	7393.044267	7310.985263	6701.966357	6495.848625
M385T754	5161.56728	5361.33136	4777.13488	4861.496714	4696.968826
M771T300	3216.321625	2820.748636	3261.619174	3032.135583	3073.996846
M102T365	60564.817	62651.87886	70100.5635	65990.982	66593.39486
M434T557	2769.318889	2715.689737	2428.3701	2518.903421	2506.752837
M571T89_1	17219.65818	16975.25667	19330.73077	18738.92821	17565.749
M254T405	2987.754176	2993.119056	3374.642	3003.444706	2962.697684
M821T89	20662.27704	21676.00062	19045.39093	21939.68712	21683.36653
M463T672	7895.394	8737.879581	8459.07	9235.307839	8784.722688
M310T829	10262.3648	11547.07407	11641.53296	10897.008	11804.3095
M747T85	10809.81	12323.958	11927.825	11098.89056	11015.91993
M104T496	5442508.71	5720069.507	6354759.955	5771274.172	5934151.42
M611T594	3875.802098	4508.759846	4368.771122	4366.775872	4174.02255
M506T300	14466.16427	14267.14625	16331.15782	14666.9915	15562.47504
M231T724	3507.768778	3802.5585	3614.664045	4012.490857	3963.416172
M319T674	23789.233	26039.71265	22378.12409	23320.96248	24612.08086
M209T482	28079.14115	27326.20833	28603.659	25113.9515	25490.25723
M283T148	151444.072	143444.3561	151153.3035	132423.3937	138093.9657
M454T71	30742.5804	33167.39655	35815.464	32896.24	34746.16448
M784T756	7282.16	7629.58875	6831.126937	6578.831	7250.5425
M883T750	1682.683077	1933.441889	1713.844545	1794.5	1707.915
M388T59	7031.961769	7039.2045	6927.358696	6918.912955	6106.932
M500T256	131618.5897	144104.6936	154319.6547	139666.131	140454.1306
M191T444	2248.294118	2110.881905	2327.4864	2061.453389	2350.693722
M310T372	22358.581	23681.87129	25364.724	24062.61586	25928.9129
M192T590	77474.48175	83977.83683	89375.32839	86834.98237	89443.18545
M657T756	6410.002087	6936.065294	6206.922211	6621.2211	7168.5145
M189T87	62202.77692	56950.08818	65131.98068	57455.08906	62762.13069
M638T461	3436.854	3767.722105	3578.0568	3375.31055	3867.657722
M137T408_2	153224.6446	180199.3904	171979.6367	166504.6427	166865.8564
M147T997	148305.3806	152419.4088	136589.8788	159749.2262	144161.6334
M238T751	40593.0007	38905.0161	45124.98221	42233.958	39861.77916
M480T147	10274.71614	9206.759571	8778.232813	9619.189045	9301.228938
M246T197	34915.6691	38066.12047	39687.97113	35196.36653	35120.334
M773T557	6138.58	5834.1546	6101.274278	6583.81	6736.928571
M543T77	7926.876882	7168.6164	8447.073389	8080.36625	7828.411765
M258T375	4076.767571	3948.862429	4371.853667	4466.213286	3930.175421
M344T92	13863.31173	15027.31965	15553.38707	14124.83368	15902.876
M400T631	2600.051222	2568.701684	2653.188235	2377.160625	2804.448632
M547T673	4392.28184	4616.563636	5123.04516	4936.263923	4724.20931
M162T448	5110.139053	5203.451579	5148.216842	4556.814158	5343.77195
M474T402	10046.85245	10057.54545	8950.868571	9681.620857	10527.74923
M277T859	13227.4679	14260.26957	12625.92	12794.65845	14317.09429
M823T607_2	10718.38488	12312.07162	11813.03744	12247.241	12473.44892
M259T935	15805.55717	16901.78764	14412.94313	16504.87024	16169.74091
M1143T557	5417.476875	6177.886688	5596.7236	5673.696875	6170.571875
M500T292	51688.34737	52315.85916	56976.61865	48191.60979	52880.31842
M599T589	2454.14072	2587.805652	2416.523225	2204.127	2323.6895
M476T210	706665.1094	748838.4847	831988.2129	746363.8494	759086.8575
M132T75_2	14810.28571	15004.33281	17111.8599	16282.49373	15579.74229
M447T708	1337.182579	1329.31	1215.735937	1158.921308	1278.438
M662T67	8538.037059	9187.64	9960.086944	9693.785333	9724.38
M478T369	5187.94665	5870.171421	5979.28	6075.5656	5833.741
M248T193	48818.51141	55865.93559	56432.22374	55946.31439	56481.57005
M758T757	4146.323333	4027.684667	3931.482389	3660.443267	3604
M237T396	1459.2375	1538.13	1545.555	1437.147563	1672.885412
M603T461	2289.669375	2264.426667	2289.175333	2277.953063	1980.455455
M159T338	9398.629917	9921.328458	10493.74078	9148.382609	10415.26392
M422T659_1	25042.934	29228.0067	26585.34611	28604.70571	27693.60195
M614T78	17217.16011	19558.80255	19242.0081	17277.7005	18976.31526
M484T983	1366.92852	1411.4006	1468.4085	1295.37408	1515.15
M828T302	2649.538833	2612.862	2939.495	2648.189591	2944.7469
M604T661	5113.0278	5644.360857	5367.935238	5370.882	5994.428222
M292T714	6479.725955	7207.082	7367.461571	6443.6723	6799.961667
M348T668	6392.232632	6984.195667	7484.683294	6627.633	6720.35
M198T79	47233.76582	46136.0246	52897.98862	47462.11944	51640.10833
M573T707	2368.235118	2499.56	2636.393118	2267.524	2327.009684
M229T339	8638.595875	9072.461417	9754.305341	8304.61132	9157.142455
M473T818	3442.692833	3216.408	2994.212235	3113.820125	3441.038824
M201T653	7079.323125	7067.89475	6460.86875	6224.925	7119.292308
M239T136	106731.7548	105013.6145	120330.6606	103516.9051	109530.8759
M571T252	11855.696	11926.6063	13154.57143	11380.29471	12910.20185
M517T255	459673.0497	422455.4982	466808.5568	409970.436	413626.8082
M633T665_1	4169.684937	4220.725	3870.811538	4411.501412	3806.947615
M284T681	11060.03155	10943.43091	10031.82084	9516.105583	10522.2005
M260T795	5893.624579	6827.617556	6295.647	5943.502895	6492.508762
M818T71	7576.509105	6999.973333	8107.402188	7055.227389	7219.25275
M371T529	3683.082615	3214.497087	3630.555273	3300.62044	3312.156217
M340T659	36573.345	43065.52	41316.5982	39258.98586	41561.4254
M313T856	18214.398	19775.168	17953.29422	17151.2186	19744.0815
M988T751	9849.607692	10442.32686	8897.301077	9215	9481.502333
M229T571_2	22189.02357	22295.81733	25744.92243	23230.81143	24094.17857
M516T299	27126.6	27818.74333	31539.50371	28293.06633	30126.3819
M553T413	1960.529583	1697.994	1910.1455	1743.854308	1764.29545
M545T312	16370.717	15962.77528	16665.45971	18427.9007	17990.20908
M129T680	7907.985462	7693.61432	8722	7615.14965	8551.151952
M632T399	5821.729773	5328.466227	6112.523417	6210.616957	5595.667286
M600T78_2	52022.4579	54511.715	60977.64583	53691.55474	54010.77137
M829T984	21331.72609	20021.5296	19012.44159	20167.04087	22356.13696
